TRACE #1
--------------------------
{'x': 0.0, 'y': 0.0}
{'x': 0.0, 'y': 831756257.0, 'n': 727.0}
{'x': 831756257.0, 'y': 831756257.0, 'n': 727.0}
{'x': 0.0, 'y': 831756257.0, 'n': 727.0}
{'x': 0.0, 'y': 958231889.0, 'n': 727.0}
{'x': 0.0, 'y': 958231889.0, 'n': 727.0}
{'x': 958231889.0, 'y': 958231889.0, 'n': 727.0}
{'x': 0.0, 'y': 958231889.0, 'n': 727.0}
{'x': 0.0, 'y': 552706567.0, 'n': 727.0}
{'x': 0.0, 'y': 552706567.0, 'n': 727.0}
{'x': 552706567.0, 'y': 552706567.0, 'n': 727.0}
{'x': 0.0, 'y': 552706567.0, 'n': 727.0}
{'x': 0.0, 'y': 2028815837.0, 'n': 727.0}
{'x': 0.0, 'y': 2028815837.0, 'n': 727.0}
{'x': 2028815837.0, 'y': 2028815837.0, 'n': 727.0}
{'x': 0.0, 'y': 2028815837.0, 'n': 727.0}
{'x': 0.0, 'y': 1601410613.0, 'n': 727.0}
{'x': 0.0, 'y': 1601410613.0, 'n': 727.0}
{'x': 1601410613.0, 'y': 1601410613.0, 'n': 727.0}
{'x': 0.0, 'y': 1601410613.0, 'n': 727.0}
{'x': 0.0, 'y': 701465467.0, 'n': 727.0}
{'x': 0.0, 'y': 701465467.0, 'n': 727.0}
{'x': 701465467.0, 'y': 701465467.0, 'n': 727.0}
{'x': 0.0, 'y': 701465467.0, 'n': 727.0}
{'x': 0.0, 'y': 1802707360.0, 'n': 727.0}
{'x': 0.0, 'y': 1802707360.0, 'n': 727.0}
{'x': 1802707360.0, 'y': 1802707360.0, 'n': 727.0}
{'x': 0.0, 'y': 1802707360.0, 'n': 727.0}
{'x': 0.0, 'y': 341629939.0, 'n': 727.0}
{'x': 0.0, 'y': 341629939.0, 'n': 727.0}
{'x': 341629939.0, 'y': 341629939.0, 'n': 727.0}
{'x': 0.0, 'y': 341629939.0, 'n': 727.0}
{'x': 0.0, 'y': 2078786222.0, 'n': 727.0}
{'x': 0.0, 'y': 2078786222.0, 'n': 727.0}
{'x': 2078786222.0, 'y': 2078786222.0, 'n': 727.0}
{'x': 0.0, 'y': 2078786222.0, 'n': 727.0}
{'x': 0.0, 'y': 1843864694.0, 'n': 727.0}
{'x': 0.0, 'y': 1843864694.0, 'n': 727.0}
{'x': 1843864694.0, 'y': 1843864694.0, 'n': 727.0}
{'x': 0.0, 'y': 1843864694.0, 'n': 727.0}
{'x': 0.0, 'y': 1436941061.0, 'n': 727.0}
{'x': 0.0, 'y': 1436941061.0, 'n': 727.0}
{'x': 1436941061.0, 'y': 1436941061.0, 'n': 727.0}
{'x': 0.0, 'y': 1436941061.0, 'n': 727.0}
{'x': 0.0, 'y': 1476186560.0, 'n': 727.0}
{'x': 0.0, 'y': 1476186560.0, 'n': 727.0}
{'x': 1476186560.0, 'y': 1476186560.0, 'n': 727.0}
{'x': 0.0, 'y': 1476186560.0, 'n': 727.0}
{'x': 0.0, 'y': 303126284.0, 'n': 727.0}
{'x': 0.0, 'y': 303126284.0, 'n': 727.0}
{'x': 303126284.0, 'y': 303126284.0, 'n': 727.0}
{'x': 0.0, 'y': 303126284.0, 'n': 727.0}
{'x': 0.0, 'y': 1095356740.0, 'n': 727.0}
{'x': 0.0, 'y': 1095356740.0, 'n': 727.0}
{'x': 1095356740.0, 'y': 1095356740.0, 'n': 727.0}
{'x': 0.0, 'y': 1095356740.0, 'n': 727.0}
{'x': 0.0, 'y': 1471036714.0, 'n': 727.0}
{'x': 0.0, 'y': 1471036714.0, 'n': 727.0}
{'x': 1471036714.0, 'y': 1471036714.0, 'n': 727.0}
{'x': 0.0, 'y': 1471036714.0, 'n': 727.0}
{'x': 0.0, 'y': 216310661.0, 'n': 727.0}
{'x': 0.0, 'y': 216310661.0, 'n': 727.0}
{'x': 216310661.0, 'y': 216310661.0, 'n': 727.0}
{'x': 0.0, 'y': 216310661.0, 'n': 727.0}
{'x': 0.0, 'y': 621490654.0, 'n': 727.0}
{'x': 0.0, 'y': 621490654.0, 'n': 727.0}
{'x': 621490654.0, 'y': 621490654.0, 'n': 727.0}
{'x': 0.0, 'y': 621490654.0, 'n': 727.0}
{'x': 0.0, 'y': 2025868679.0, 'n': 727.0}
{'x': 0.0, 'y': 2025868679.0, 'n': 727.0}
{'x': 2025868679.0, 'y': 2025868679.0, 'n': 727.0}
{'x': 0.0, 'y': 2025868679.0, 'n': 727.0}
{'x': 0.0, 'y': 1563717843.0, 'n': 727.0}
{'x': 0.0, 'y': 1563717843.0, 'n': 727.0}
{'x': 1563717843.0, 'y': 1563717843.0, 'n': 727.0}
{'x': 0.0, 'y': 1563717843.0, 'n': 727.0}
{'x': 0.0, 'y': 725885397.0, 'n': 727.0}
{'x': 0.0, 'y': 725885397.0, 'n': 727.0}
{'x': 725885397.0, 'y': 725885397.0, 'n': 727.0}
{'x': 0.0, 'y': 725885397.0, 'n': 727.0}
{'x': 0.0, 'y': 1194578145.0, 'n': 727.0}
{'x': 0.0, 'y': 1194578145.0, 'n': 727.0}
{'x': 1194578145.0, 'y': 1194578145.0, 'n': 727.0}
{'x': 0.0, 'y': 1194578145.0, 'n': 727.0}
{'x': 0.0, 'y': 334732027.0, 'n': 727.0}
{'x': 0.0, 'y': 334732027.0, 'n': 727.0}
{'x': 334732027.0, 'y': 334732027.0, 'n': 727.0}
{'x': 0.0, 'y': 334732027.0, 'n': 727.0}
{'x': 0.0, 'y': 1697466839.0, 'n': 727.0}
{'x': 0.0, 'y': 1697466839.0, 'n': 727.0}
{'x': 1697466839.0, 'y': 1697466839.0, 'n': 727.0}
{'x': 0.0, 'y': 1697466839.0, 'n': 727.0}
{'x': 0.0, 'y': 1740987126.0, 'n': 727.0}
{'x': 0.0, 'y': 1740987126.0, 'n': 727.0}
{'x': 1740987126.0, 'y': 1740987126.0, 'n': 727.0}
{'x': 0.0, 'y': 1740987126.0, 'n': 727.0}
{'x': 0.0, 'y': 635690731.0, 'n': 727.0}
{'x': 0.0, 'y': 635690731.0, 'n': 727.0}
{'x': 635690731.0, 'y': 635690731.0, 'n': 727.0}
{'x': 0.0, 'y': 635690731.0, 'n': 727.0}
{'x': 0.0, 'y': 1490737314.0, 'n': 727.0}
{'x': 0.0, 'y': 1490737314.0, 'n': 727.0}
{'x': 1490737314.0, 'y': 1490737314.0, 'n': 727.0}
{'x': 0.0, 'y': 1490737314.0, 'n': 727.0}
{'x': 0.0, 'y': 134879723.0, 'n': 727.0}
{'x': 0.0, 'y': 134879723.0, 'n': 727.0}
{'x': 134879723.0, 'y': 134879723.0, 'n': 727.0}
{'x': 0.0, 'y': 134879723.0, 'n': 727.0}
{'x': 0.0, 'y': 1131257298.0, 'n': 727.0}
{'x': 0.0, 'y': 1131257298.0, 'n': 727.0}
{'x': 1131257298.0, 'y': 1131257298.0, 'n': 727.0}
{'x': 0.0, 'y': 1131257298.0, 'n': 727.0}
{'x': 0.0, 'y': 214094921.0, 'n': 727.0}
{'x': 0.0, 'y': 214094921.0, 'n': 727.0}
{'x': 214094921.0, 'y': 214094921.0, 'n': 727.0}
{'x': 0.0, 'y': 214094921.0, 'n': 727.0}
{'x': 0.0, 'y': 902383560.0, 'n': 727.0}
{'x': 0.0, 'y': 902383560.0, 'n': 727.0}
{'x': 902383560.0, 'y': 902383560.0, 'n': 727.0}
{'x': 0.0, 'y': 902383560.0, 'n': 727.0}
{'x': 0.0, 'y': 900747566.0, 'n': 727.0}
{'x': 0.0, 'y': 900747566.0, 'n': 727.0}
{'x': 900747566.0, 'y': 900747566.0, 'n': 727.0}
{'x': 0.0, 'y': 900747566.0, 'n': 727.0}
{'x': 0.0, 'y': 1045851179.0, 'n': 727.0}
{'x': 0.0, 'y': 1045851179.0, 'n': 727.0}
{'x': 1045851179.0, 'y': 1045851179.0, 'n': 727.0}
{'x': 0.0, 'y': 1045851179.0, 'n': 727.0}
{'x': 0.0, 'y': 1860615450.0, 'n': 727.0}
{'x': 0.0, 'y': 1860615450.0, 'n': 727.0}
{'x': 1860615450.0, 'y': 1860615450.0, 'n': 727.0}
{'x': 0.0, 'y': 1860615450.0, 'n': 727.0}
{'x': 0.0, 'y': 1453454133.0, 'n': 727.0}
{'x': 0.0, 'y': 1453454133.0, 'n': 727.0}
{'x': 1453454133.0, 'y': 1453454133.0, 'n': 727.0}
{'x': 0.0, 'y': 1453454133.0, 'n': 727.0}
{'x': 0.0, 'y': 927183368.0, 'n': 727.0}
{'x': 0.0, 'y': 927183368.0, 'n': 727.0}
{'x': 927183368.0, 'y': 927183368.0, 'n': 727.0}
{'x': 0.0, 'y': 927183368.0, 'n': 727.0}
{'x': 0.0, 'y': 1314542415.0, 'n': 727.0}
{'x': 0.0, 'y': 1314542415.0, 'n': 727.0}
{'x': 1314542415.0, 'y': 1314542415.0, 'n': 727.0}
{'x': 0.0, 'y': 1314542415.0, 'n': 727.0}
{'x': 0.0, 'y': 7435952.0, 'n': 727.0}
{'x': 0.0, 'y': 7435952.0, 'n': 727.0}
{'x': 7435952.0, 'y': 7435952.0, 'n': 727.0}
{'x': 0.0, 'y': 7435952.0, 'n': 727.0}
{'x': 0.0, 'y': 582407080.0, 'n': 727.0}
{'x': 0.0, 'y': 582407080.0, 'n': 727.0}
{'x': 582407080.0, 'y': 582407080.0, 'n': 727.0}
{'x': 0.0, 'y': 582407080.0, 'n': 727.0}
{'x': 0.0, 'y': 1656172355.0, 'n': 727.0}
{'x': 0.0, 'y': 1656172355.0, 'n': 727.0}
{'x': 1656172355.0, 'y': 1656172355.0, 'n': 727.0}
{'x': 0.0, 'y': 1656172355.0, 'n': 727.0}
{'x': 0.0, 'y': 2086222175.0, 'n': 727.0}
{'x': 0.0, 'y': 2086222175.0, 'n': 727.0}
{'x': 2086222175.0, 'y': 2086222175.0, 'n': 727.0}
{'x': 0.0, 'y': 2086222175.0, 'n': 727.0}
{'x': 0.0, 'y': 278788126.0, 'n': 727.0}
{'x': 0.0, 'y': 278788126.0, 'n': 727.0}
{'x': 278788126.0, 'y': 278788126.0, 'n': 727.0}
{'x': 0.0, 'y': 278788126.0, 'n': 727.0}
{'x': 0.0, 'y': 945629768.0, 'n': 727.0}
{'x': 0.0, 'y': 945629768.0, 'n': 727.0}
{'x': 945629768.0, 'y': 945629768.0, 'n': 727.0}
{'x': 0.0, 'y': 945629768.0, 'n': 727.0}
{'x': 0.0, 'y': 1414925087.0, 'n': 727.0}
{'x': 0.0, 'y': 1414925087.0, 'n': 727.0}
{'x': 1414925087.0, 'y': 1414925087.0, 'n': 727.0}
{'x': 0.0, 'y': 1414925087.0, 'n': 727.0}
{'x': 0.0, 'y': 581914411.0, 'n': 727.0}
{'x': 0.0, 'y': 581914411.0, 'n': 727.0}
{'x': 581914411.0, 'y': 581914411.0, 'n': 727.0}
{'x': 0.0, 'y': 581914411.0, 'n': 727.0}
{'x': 0.0, 'y': 2040986508.0, 'n': 727.0}
{'x': 0.0, 'y': 2040986508.0, 'n': 727.0}
{'x': 2040986508.0, 'y': 2040986508.0, 'n': 727.0}
{'x': 0.0, 'y': 2040986508.0, 'n': 727.0}
{'x': 0.0, 'y': 738478153.0, 'n': 727.0}
{'x': 0.0, 'y': 738478153.0, 'n': 727.0}
{'x': 738478153.0, 'y': 738478153.0, 'n': 727.0}
{'x': 0.0, 'y': 738478153.0, 'n': 727.0}
{'x': 0.0, 'y': 798225072.0, 'n': 727.0}
{'x': 0.0, 'y': 798225072.0, 'n': 727.0}
{'x': 798225072.0, 'y': 798225072.0, 'n': 727.0}
{'x': 0.0, 'y': 798225072.0, 'n': 727.0}
{'x': 0.0, 'y': 514993514.0, 'n': 727.0}
{'x': 0.0, 'y': 514993514.0, 'n': 727.0}
{'x': 514993514.0, 'y': 514993514.0, 'n': 727.0}
{'x': 0.0, 'y': 514993514.0, 'n': 727.0}
{'x': 0.0, 'y': 616863184.0, 'n': 727.0}
{'x': 0.0, 'y': 616863184.0, 'n': 727.0}
{'x': 616863184.0, 'y': 616863184.0, 'n': 727.0}
{'x': 0.0, 'y': 616863184.0, 'n': 727.0}
{'x': 0.0, 'y': 214459268.0, 'n': 727.0}
{'x': 0.0, 'y': 214459268.0, 'n': 727.0}
{'x': 214459268.0, 'y': 214459268.0, 'n': 727.0}
{'x': 0.0, 'y': 214459268.0, 'n': 727.0}
{'x': 0.0, 'y': 1240878912.0, 'n': 727.0}
{'x': 0.0, 'y': 1240878912.0, 'n': 727.0}
{'x': 1240878912.0, 'y': 1240878912.0, 'n': 727.0}
{'x': 0.0, 'y': 1240878912.0, 'n': 727.0}
{'x': 0.0, 'y': 1811441329.0, 'n': 727.0}
{'x': 0.0, 'y': 1811441329.0, 'n': 727.0}
{'x': 1811441329.0, 'y': 1811441329.0, 'n': 727.0}
{'x': 0.0, 'y': 1811441329.0, 'n': 727.0}
{'x': 0.0, 'y': 549191295.0, 'n': 727.0}
{'x': 0.0, 'y': 549191295.0, 'n': 727.0}
{'x': 549191295.0, 'y': 549191295.0, 'n': 727.0}
{'x': 0.0, 'y': 549191295.0, 'n': 727.0}
{'x': 0.0, 'y': 790862103.0, 'n': 727.0}
{'x': 0.0, 'y': 790862103.0, 'n': 727.0}
{'x': 790862103.0, 'y': 790862103.0, 'n': 727.0}
{'x': 0.0, 'y': 790862103.0, 'n': 727.0}
{'x': 0.0, 'y': 1404944807.0, 'n': 727.0}
{'x': 0.0, 'y': 1404944807.0, 'n': 727.0}
{'x': 1404944807.0, 'y': 1404944807.0, 'n': 727.0}
{'x': 0.0, 'y': 1404944807.0, 'n': 727.0}
{'x': 0.0, 'y': 1184882027.0, 'n': 727.0}
{'x': 0.0, 'y': 1184882027.0, 'n': 727.0}
{'x': 1184882027.0, 'y': 1184882027.0, 'n': 727.0}
{'x': 0.0, 'y': 1184882027.0, 'n': 727.0}
{'x': 0.0, 'y': 134115769.0, 'n': 727.0}
{'x': 0.0, 'y': 134115769.0, 'n': 727.0}
{'x': 134115769.0, 'y': 134115769.0, 'n': 727.0}
{'x': 0.0, 'y': 134115769.0, 'n': 727.0}
{'x': 0.0, 'y': 1539824530.0, 'n': 727.0}
{'x': 0.0, 'y': 1539824530.0, 'n': 727.0}
{'x': 1539824530.0, 'y': 1539824530.0, 'n': 727.0}
{'x': 0.0, 'y': 1539824530.0, 'n': 727.0}
{'x': 0.0, 'y': 168655677.0, 'n': 727.0}
{'x': 0.0, 'y': 168655677.0, 'n': 727.0}
{'x': 168655677.0, 'y': 168655677.0, 'n': 727.0}
{'x': 0.0, 'y': 168655677.0, 'n': 727.0}
{'x': 0.0, 'y': 348210690.0, 'n': 727.0}
{'x': 0.0, 'y': 348210690.0, 'n': 727.0}
{'x': 348210690.0, 'y': 348210690.0, 'n': 727.0}
{'x': 0.0, 'y': 348210690.0, 'n': 727.0}
{'x': 0.0, 'y': 294724443.0, 'n': 727.0}
{'x': 0.0, 'y': 294724443.0, 'n': 727.0}
{'x': 294724443.0, 'y': 294724443.0, 'n': 727.0}
{'x': 0.0, 'y': 294724443.0, 'n': 727.0}
{'x': 0.0, 'y': 1069403243.0, 'n': 727.0}
{'x': 0.0, 'y': 1069403243.0, 'n': 727.0}
{'x': 1069403243.0, 'y': 1069403243.0, 'n': 727.0}
{'x': 0.0, 'y': 1069403243.0, 'n': 727.0}
{'x': 0.0, 'y': 1394061869.0, 'n': 727.0}
{'x': 0.0, 'y': 1394061869.0, 'n': 727.0}
{'x': 1394061869.0, 'y': 1394061869.0, 'n': 727.0}
{'x': 0.0, 'y': 1394061869.0, 'n': 727.0}
{'x': 0.0, 'y': 7856245.0, 'n': 727.0}
{'x': 0.0, 'y': 7856245.0, 'n': 727.0}
{'x': 7856245.0, 'y': 7856245.0, 'n': 727.0}
{'x': 0.0, 'y': 7856245.0, 'n': 727.0}
{'x': 0.0, 'y': 375373728.0, 'n': 727.0}
{'x': 0.0, 'y': 375373728.0, 'n': 727.0}
{'x': 375373728.0, 'y': 375373728.0, 'n': 727.0}
{'x': 0.0, 'y': 375373728.0, 'n': 727.0}
{'x': 0.0, 'y': 173761589.0, 'n': 727.0}
{'x': 0.0, 'y': 173761589.0, 'n': 727.0}
{'x': 173761589.0, 'y': 173761589.0, 'n': 727.0}
{'x': 0.0, 'y': 173761589.0, 'n': 727.0}
{'x': 0.0, 'y': 1322398660.0, 'n': 727.0}
{'x': 0.0, 'y': 1322398660.0, 'n': 727.0}
{'x': 1322398660.0, 'y': 1322398660.0, 'n': 727.0}
{'x': 0.0, 'y': 1322398660.0, 'n': 727.0}
{'x': 0.0, 'y': 382809681.0, 'n': 727.0}
{'x': 0.0, 'y': 382809681.0, 'n': 727.0}
{'x': 382809681.0, 'y': 382809681.0, 'n': 727.0}
{'x': 0.0, 'y': 382809681.0, 'n': 727.0}
{'x': 0.0, 'y': 756168670.0, 'n': 727.0}
{'x': 0.0, 'y': 756168670.0, 'n': 727.0}
{'x': 756168670.0, 'y': 756168670.0, 'n': 727.0}
{'x': 0.0, 'y': 756168670.0, 'n': 727.0}
{'x': 0.0, 'y': 831087367.0, 'n': 727.0}
{'x': 0.0, 'y': 831087367.0, 'n': 727.0}
{'x': 831087367.0, 'y': 831087367.0, 'n': 727.0}
{'x': 0.0, 'y': 831087367.0, 'n': 727.0}
{'x': 0.0, 'y': 321548208.0, 'n': 727.0}
{'x': 0.0, 'y': 321548208.0, 'n': 727.0}
{'x': 321548208.0, 'y': 321548208.0, 'n': 727.0}
{'x': 0.0, 'y': 321548208.0, 'n': 727.0}
{'x': 0.0, 'y': 1034956796.0, 'n': 727.0}
{'x': 0.0, 'y': 1034956796.0, 'n': 727.0}
{'x': 1034956796.0, 'y': 1034956796.0, 'n': 727.0}
{'x': 0.0, 'y': 1034956796.0, 'n': 727.0}
{'x': 0.0, 'y': 1776717135.0, 'n': 727.0}
{'x': 0.0, 'y': 1776717135.0, 'n': 727.0}
{'x': 1776717135.0, 'y': 1776717135.0, 'n': 727.0}
{'x': 0.0, 'y': 1776717135.0, 'n': 727.0}
{'x': 0.0, 'y': 1736473295.0, 'n': 727.0}
{'x': 0.0, 'y': 1736473295.0, 'n': 727.0}
{'x': 1736473295.0, 'y': 1736473295.0, 'n': 727.0}
{'x': 0.0, 'y': 1736473295.0, 'n': 727.0}
{'x': 0.0, 'y': 1616871207.0, 'n': 727.0}
{'x': 0.0, 'y': 1616871207.0, 'n': 727.0}
{'x': 1616871207.0, 'y': 1616871207.0, 'n': 727.0}
{'x': 0.0, 'y': 1616871207.0, 'n': 727.0}
{'x': 0.0, 'y': 1670219996.0, 'n': 727.0}
{'x': 0.0, 'y': 1670219996.0, 'n': 727.0}
{'x': 1670219996.0, 'y': 1670219996.0, 'n': 727.0}
{'x': 0.0, 'y': 1670219996.0, 'n': 727.0}
{'x': 0.0, 'y': 327467800.0, 'n': 727.0}
{'x': 0.0, 'y': 327467800.0, 'n': 727.0}
{'x': 327467800.0, 'y': 327467800.0, 'n': 727.0}
{'x': 0.0, 'y': 327467800.0, 'n': 727.0}
{'x': 0.0, 'y': 267612632.0, 'n': 727.0}
{'x': 0.0, 'y': 267612632.0, 'n': 727.0}
{'x': 267612632.0, 'y': 267612632.0, 'n': 727.0}
{'x': 0.0, 'y': 267612632.0, 'n': 727.0}
{'x': 0.0, 'y': 37729862.0, 'n': 727.0}
{'x': 0.0, 'y': 37729862.0, 'n': 727.0}
{'x': 37729862.0, 'y': 37729862.0, 'n': 727.0}
{'x': 0.0, 'y': 37729862.0, 'n': 727.0}
{'x': 0.0, 'y': 944330984.0, 'n': 727.0}
{'x': 0.0, 'y': 944330984.0, 'n': 727.0}
{'x': 944330984.0, 'y': 944330984.0, 'n': 727.0}
{'x': 0.0, 'y': 944330984.0, 'n': 727.0}
{'x': 0.0, 'y': 482071900.0, 'n': 727.0}
{'x': 0.0, 'y': 482071900.0, 'n': 727.0}
{'x': 482071900.0, 'y': 482071900.0, 'n': 727.0}
{'x': 0.0, 'y': 482071900.0, 'n': 727.0}
{'x': 0.0, 'y': 1278608774.0, 'n': 727.0}
{'x': 0.0, 'y': 1278608774.0, 'n': 727.0}
{'x': 1278608774.0, 'y': 1278608774.0, 'n': 727.0}
{'x': 0.0, 'y': 1278608774.0, 'n': 727.0}
{'x': 0.0, 'y': 608288666.0, 'n': 727.0}
{'x': 0.0, 'y': 608288666.0, 'n': 727.0}
{'x': 608288666.0, 'y': 608288666.0, 'n': 727.0}
{'x': 0.0, 'y': 608288666.0, 'n': 727.0}
{'x': 0.0, 'y': 1031263195.0, 'n': 727.0}
{'x': 0.0, 'y': 1031263195.0, 'n': 727.0}
{'x': 1031263195.0, 'y': 1031263195.0, 'n': 727.0}
{'x': 0.0, 'y': 1031263195.0, 'n': 727.0}
{'x': 0.0, 'y': 2069470877.0, 'n': 727.0}
{'x': 0.0, 'y': 2069470877.0, 'n': 727.0}
{'x': 2069470877.0, 'y': 2069470877.0, 'n': 727.0}
{'x': 0.0, 'y': 2069470877.0, 'n': 727.0}
{'x': 0.0, 'y': 2013233473.0, 'n': 727.0}
{'x': 0.0, 'y': 2013233473.0, 'n': 727.0}
{'x': 2013233473.0, 'y': 2013233473.0, 'n': 727.0}
{'x': 0.0, 'y': 2013233473.0, 'n': 727.0}
{'x': 0.0, 'y': 68661574.0, 'n': 727.0}
{'x': 0.0, 'y': 68661574.0, 'n': 727.0}
{'x': 68661574.0, 'y': 68661574.0, 'n': 727.0}
{'x': 0.0, 'y': 68661574.0, 'n': 727.0}
{'x': 0.0, 'y': 56102998.0, 'n': 727.0}
{'x': 0.0, 'y': 56102998.0, 'n': 727.0}
{'x': 56102998.0, 'y': 56102998.0, 'n': 727.0}
{'x': 0.0, 'y': 56102998.0, 'n': 727.0}
{'x': 0.0, 'y': 1405574356.0, 'n': 727.0}
{'x': 0.0, 'y': 1405574356.0, 'n': 727.0}
{'x': 1405574356.0, 'y': 1405574356.0, 'n': 727.0}
{'x': 0.0, 'y': 1405574356.0, 'n': 727.0}
{'x': 0.0, 'y': 237317252.0, 'n': 727.0}
{'x': 0.0, 'y': 237317252.0, 'n': 727.0}
{'x': 237317252.0, 'y': 237317252.0, 'n': 727.0}
{'x': 0.0, 'y': 237317252.0, 'n': 727.0}
{'x': 0.0, 'y': 404313689.0, 'n': 727.0}
{'x': 0.0, 'y': 404313689.0, 'n': 727.0}
{'x': 404313689.0, 'y': 404313689.0, 'n': 727.0}
{'x': 0.0, 'y': 404313689.0, 'n': 727.0}
{'x': 0.0, 'y': 1700298799.0, 'n': 727.0}
{'x': 0.0, 'y': 1700298799.0, 'n': 727.0}
{'x': 1700298799.0, 'y': 1700298799.0, 'n': 727.0}
{'x': 0.0, 'y': 1700298799.0, 'n': 727.0}
{'x': 0.0, 'y': 1306720495.0, 'n': 727.0}
{'x': 0.0, 'y': 1306720495.0, 'n': 727.0}
{'x': 1306720495.0, 'y': 1306720495.0, 'n': 727.0}
{'x': 0.0, 'y': 1306720495.0, 'n': 727.0}
{'x': 0.0, 'y': 1798375558.0, 'n': 727.0}
{'x': 0.0, 'y': 1798375558.0, 'n': 727.0}
{'x': 1798375558.0, 'y': 1798375558.0, 'n': 727.0}
{'x': 0.0, 'y': 1798375558.0, 'n': 727.0}
{'x': 0.0, 'y': 1708155044.0, 'n': 727.0}
{'x': 0.0, 'y': 1708155044.0, 'n': 727.0}
{'x': 1708155044.0, 'y': 1708155044.0, 'n': 727.0}
{'x': 0.0, 'y': 1708155044.0, 'n': 727.0}
{'x': 0.0, 'y': 1682094224.0, 'n': 727.0}
{'x': 0.0, 'y': 1682094224.0, 'n': 727.0}
{'x': 1682094224.0, 'y': 1682094224.0, 'n': 727.0}
{'x': 0.0, 'y': 1682094224.0, 'n': 727.0}
{'x': 0.0, 'y': 1972137148.0, 'n': 727.0}
{'x': 0.0, 'y': 1972137148.0, 'n': 727.0}
{'x': 1972137148.0, 'y': 1972137148.0, 'n': 727.0}
{'x': 0.0, 'y': 1972137148.0, 'n': 727.0}
{'x': 0.0, 'y': 883070056.0, 'n': 727.0}
{'x': 0.0, 'y': 883070056.0, 'n': 727.0}
{'x': 883070056.0, 'y': 883070056.0, 'n': 727.0}
{'x': 0.0, 'y': 883070056.0, 'n': 727.0}
{'x': 0.0, 'y': 2064903905.0, 'n': 727.0}
{'x': 0.0, 'y': 2064903905.0, 'n': 727.0}
{'x': 2064903905.0, 'y': 2064903905.0, 'n': 727.0}
{'x': 0.0, 'y': 2064903905.0, 'n': 727.0}
{'x': 0.0, 'y': 580822170.0, 'n': 727.0}
{'x': 0.0, 'y': 580822170.0, 'n': 727.0}
{'x': 580822170.0, 'y': 580822170.0, 'n': 727.0}
{'x': 0.0, 'y': 580822170.0, 'n': 727.0}
{'x': 0.0, 'y': 1714157424.0, 'n': 727.0}
{'x': 0.0, 'y': 1714157424.0, 'n': 727.0}
{'x': 1714157424.0, 'y': 1714157424.0, 'n': 727.0}
{'x': 0.0, 'y': 1714157424.0, 'n': 727.0}
{'x': 0.0, 'y': 238968465.0, 'n': 727.0}
{'x': 0.0, 'y': 238968465.0, 'n': 727.0}
{'x': 238968465.0, 'y': 238968465.0, 'n': 727.0}
{'x': 0.0, 'y': 238968465.0, 'n': 727.0}
{'x': 0.0, 'y': 1615778966.0, 'n': 727.0}
{'x': 0.0, 'y': 1615778966.0, 'n': 727.0}
{'x': 1615778966.0, 'y': 1615778966.0, 'n': 727.0}
{'x': 0.0, 'y': 1615778966.0, 'n': 727.0}
{'x': 0.0, 'y': 1343390911.0, 'n': 727.0}
{'x': 0.0, 'y': 1343390911.0, 'n': 727.0}
{'x': 1343390911.0, 'y': 1343390911.0, 'n': 727.0}
{'x': 0.0, 'y': 1343390911.0, 'n': 727.0}
{'x': 0.0, 'y': 1975441760.0, 'n': 727.0}
{'x': 0.0, 'y': 1975441760.0, 'n': 727.0}
{'x': 1975441760.0, 'y': 1975441760.0, 'n': 727.0}
{'x': 0.0, 'y': 1975441760.0, 'n': 727.0}
{'x': 0.0, 'y': 1085166526.0, 'n': 727.0}
{'x': 0.0, 'y': 1085166526.0, 'n': 727.0}
{'x': 1085166526.0, 'y': 1085166526.0, 'n': 727.0}
{'x': 0.0, 'y': 1085166526.0, 'n': 727.0}
{'x': 0.0, 'y': 866127259.0, 'n': 727.0}
{'x': 0.0, 'y': 866127259.0, 'n': 727.0}
{'x': 866127259.0, 'y': 866127259.0, 'n': 727.0}
{'x': 0.0, 'y': 866127259.0, 'n': 727.0}
{'x': 0.0, 'y': 155425912.0, 'n': 727.0}
{'x': 0.0, 'y': 155425912.0, 'n': 727.0}
{'x': 155425912.0, 'y': 155425912.0, 'n': 727.0}
{'x': 0.0, 'y': 155425912.0, 'n': 727.0}
{'x': 0.0, 'y': 1352779158.0, 'n': 727.0}
{'x': 0.0, 'y': 1352779158.0, 'n': 727.0}
{'x': 1352779158.0, 'y': 1352779158.0, 'n': 727.0}
{'x': 0.0, 'y': 1352779158.0, 'n': 727.0}
{'x': 0.0, 'y': 903857122.0, 'n': 727.0}
{'x': 0.0, 'y': 903857122.0, 'n': 727.0}
{'x': 903857122.0, 'y': 903857122.0, 'n': 727.0}
{'x': 0.0, 'y': 903857122.0, 'n': 727.0}
{'x': 0.0, 'y': 1099756896.0, 'n': 727.0}
{'x': 0.0, 'y': 1099756896.0, 'n': 727.0}
{'x': 1099756896.0, 'y': 1099756896.0, 'n': 727.0}
{'x': 0.0, 'y': 1099756896.0, 'n': 727.0}
{'x': 0.0, 'y': 1834851058.0, 'n': 727.0}
{'x': 0.0, 'y': 1834851058.0, 'n': 727.0}
{'x': 1834851058.0, 'y': 1834851058.0, 'n': 727.0}
{'x': 0.0, 'y': 1834851058.0, 'n': 727.0}
{'x': 0.0, 'y': 34982248.0, 'n': 727.0}
